Age,Gender,City,AreaType,AnnualIncome,CreditScore,LoanApproved
60,Male,Delhi,Urban,390069,685,1
35,Female,Chennai,Urban,617174,641,1
53,Male,Delhi,Urban,216915,734,1
63,Male,Pune,Urban,547030,704,1
47,Female,Kochi,Semi-Urban,578248,674,0
49,Female,Mumbai,Urban,920649,644,0
57,Female,Coimbatore,Semi-Urban,530225,714,0
25,Female,Chennai,Urban,901660,716,1
49,Female,Mumbai,Urban,809813,657,1
52,Male,Delhi,Urban,557934,697,1
26,Female,Mumbai,Urban,585370,637,0
22,Male,Pune,Urban,366391,688,1
26,Male,Hyderabad,Urban,464820,639,0
63,Male,Bengaluru,Urban,628938,655,1
24,Male,Madurai,Semi-Urban,518666,723,1
49,Male,Chennai,Urban,759684,739,1
45,Male,Hyderabad,Urban,714129,610,1
29,Male,Delhi,Urban,641809,672,1
23,Female,Pune,Urban,719600,713,1
46,Female,Delhi,Urban,668088,627,0
63,Male,Mumbai,Urban,597388,660,1
47,Female,Delhi,Urban,445297,707,0
56,Male,Pune,Urban,962335,653,1
52,Female,Coimbatore,Semi-Urban,724265,613,0
21,Male,Chennai,Urban,665823,663,1
36,Male,Coimbatore,Semi-Urban,439148,669,1
31,Male,Coimbatore,Semi-Urban,1077937,757,1
46,Male,Trivandrum,Semi-Urban,453913,797,0
60,Male,Kochi,Semi-Urban,605855,696,1
21,Male,Mumbai,Urban,613505,684,1
46,Male,Kochi,Semi-Urban,327468,624,0
48,Male,Trivandrum,Semi-Urban,687259,610,0
29,Male,Bengaluru,Urban,666364,738,1
64,Female,Chennai,Urban,384738,606,0
42,Male,Chennai,Urban,745317,713,1
28,Male,Coimbatore,Semi-Urban,405134,799,1
62,Female,Kochi,Semi-Urban,534783,628,0
47,Female,Mumbai,Urban,443216,584,0
59,Male,Coimbatore,Semi-Urban,720623,704,1
39,Female,Trivandrum,Semi-Urban,699507,744,1
45,Male,Madurai,Semi-Urban,373297,630,0
58,Male,Bengaluru,Urban,480372,727,1
41,Male,Mumbai,Urban,483321,742,1
44,Female,Trivandrum,Semi-Urban,729224,699,1
44,Male,Chennai,Urban,457073,660,1
39,Female,Hyderabad,Urban,574988,720,1
22,Male,Mumbai,Urban,553061,653,1
34,Female,Coimbatore,Semi-Urban,534296,677,1
52,Male,Mumbai,Urban,944129,661,1
62,Male,Mumbai,Urban,464502,694,1
52,Male,Mumbai,Urban,554422,688,1
48,Female,Chennai,Urban,672589,678,1
59,Male,Pune,Urban,515001,667,1
60,Female,Hyderabad,Urban,482379,709,0
62,Female,Delhi,Urban,667852,643,0
60,Male,Bengaluru,Urban,756611,639,1
33,Female,Mumbai,Urban,860522,736,1
32,Female,Madurai,Semi-Urban,560415,726,1
28,Male,Pune,Urban,445936,645,1
35,Male,Hyderabad,Urban,444490,642,1
46,Male,Chennai,Urban,880552,645,1
32,Male,Hyderabad,Urban,665016,587,1
63,Male,Hyderabad,Urban,436140,727,1
47,Male,Kochi,Semi-Urban,464126,698,0
38,Female,Mumbai,Urban,377847,635,0
56,Male,Trivandrum,Semi-Urban,584194,715,1
47,Female,Trivandrum,Semi-Urban,696469,724,0
29,Male,Chennai,Urban,909143,677,1
59,Male,Coimbatore,Semi-Urban,816925,702,1
21,Female,Coimbatore,Semi-Urban,607308,701,0
27,Female,Delhi,Urban,461587,679,0
46,Male,Pune,Urban,691778,681,1
27,Male,Coimbatore,Semi-Urban,246023,698,0
27,Male,Delhi,Urban,442414,690,1
28,Male,Madurai,Semi-Urban,727035,657,1
36,Male,Delhi,Urban,775192,652,1
23,Female,Delhi,Urban,861695,759,1
30,Male,Hyderabad,Urban,577367,661,1
27,Male,Madurai,Semi-Urban,859264,615,0
41,Male,Bengaluru,Urban,523188,738,1
57,Male,Mumbai,Urban,507385,677,1
51,Male,Delhi,Urban,661479,676,1
43,Male,Delhi,Urban,828502,677,1
47,Male,Kochi,Semi-Urban,787812,742,1
42,Female,Mumbai,Urban,806689,631,1
59,Male,Chennai,Urban,705344,734,1
47,Female,Madurai,Semi-Urban,791813,696,0
24,Male,Kochi,Semi-Urban,605612,725,1
44,Male,Madurai,Semi-Urban,663148,657,1
43,Female,Hyderabad,Urban,1157427,814,1
39,Female,Kochi,Semi-Urban,775738,674,1
62,Male,Trivandrum,Semi-Urban,604003,676,1
23,Female,Hyderabad,Urban,760643,634,0
47,Female,Coimbatore,Semi-Urban,388891,673,0
23,Female,Bengaluru,Urban,535694,637,0
48,Male,Delhi,Urban,559415,788,1
37,Female,Kochi,Semi-Urban,456566,590,0
51,Female,Delhi,Urban,954002,563,0
30,Female,Kochi,Semi-Urban,694829,652,1
42,Female,Chennai,Urban,717009,698,1
50,Female,Kochi,Semi-Urban,579169,747,0
41,Male,Hyderabad,Urban,369435,686,1
56,Male,Mumbai,Urban,587393,663,1
43,Male,Hyderabad,Urban,515485,680,1
58,Male,Mumbai,Urban,396801,718,1
32,Male,Kochi,Semi-Urban,751892,621,1
45,Male,Coimbatore,Semi-Urban,546757,729,1
40,Male,Mumbai,Urban,243948,586,1
62,Female,Hyderabad,Urban,600152,667,1
27,Female,Mumbai,Urban,603858,675,1
49,Male,Kochi,Semi-Urban,750799,608,0
49,Female,Hyderabad,Urban,624029,681,1
33,Male,Mumbai,Urban,477439,658,1
23,Female,Delhi,Urban,699580,692,1
22,Female,Hyderabad,Urban,470235,694,0
36,Male,Chennai,Urban,741064,698,1
50,Male,Bengaluru,Urban,831150,654,1
58,Male,Hyderabad,Urban,104025,687,1
26,Female,Bengaluru,Urban,450144,740,0
27,Female,Delhi,Urban,692950,719,1
25,Male,Chennai,Urban,618469,695,1
27,Male,Hyderabad,Urban,859421,631,1
54,Male,Chennai,Urban,850183,550,1
52,Male,Kochi,Semi-Urban,785228,580,0
33,Female,Madurai,Semi-Urban,262669,711,0
50,Male,Kochi,Semi-Urban,567390,639,0
45,Female,Delhi,Urban,728101,616,1
41,Female,Kochi,Semi-Urban,594712,647,0
41,Female,Bengaluru,Urban,574758,673,1
48,Male,Bengaluru,Urban,847516,684,1
40,Male,Bengaluru,Urban,671663,643,1
54,Male,Bengaluru,Urban,549524,725,1
25,Female,Chennai,Urban,362895,669,0
38,Female,Delhi,Urban,944085,667,1
59,Male,Bengaluru,Urban,660492,633,1
63,Female,Pune,Urban,506690,777,1
31,Male,Madurai,Semi-Urban,786265,671,1
37,Male,Pune,Urban,279305,707,1
42,Male,Bengaluru,Urban,950416,688,1
57,Male,Madurai,Semi-Urban,722205,742,1
40,Male,Coimbatore,Semi-Urban,1038864,637,1
26,Male,Madurai,Semi-Urban,726603,706,1
54,Female,Delhi,Urban,647738,664,1
34,Female,Coimbatore,Semi-Urban,479133,689,0
43,Male,Bengaluru,Urban,512349,662,1
40,Female,Bengaluru,Urban,351857,775,1
33,Male,Bengaluru,Urban,995477,674,1
64,Male,Madurai,Semi-Urban,626526,602,0
61,Female,Bengaluru,Urban,774054,673,1
52,Female,Bengaluru,Urban,805910,686,1
46,Female,Pune,Urban,555187,686,1
34,Female,Bengaluru,Urban,439567,616,0
56,Female,Madurai,Semi-Urban,456688,620,0
28,Male,Coimbatore,Semi-Urban,290552,772,1
60,Female,Bengaluru,Urban,376244,668,0
42,Male,Bengaluru,Urban,707020,673,1
42,Female,Delhi,Urban,804617,784,1
36,Male,Pune,Urban,601116,720,1
47,Male,Madurai,Semi-Urban,784713,678,1
30,Female,Hyderabad,Urban,789435,691,1
45,Male,Hyderabad,Urban,537166,779,1
51,Female,Hyderabad,Urban,817470,648,0
41,Male,Trivandrum,Semi-Urban,567481,721,1
47,Female,Hyderabad,Urban,514244,714,1
37,Male,Bengaluru,Urban,617238,683,1
53,Male,Trivandrum,Semi-Urban,318107,652,0
51,Male,Mumbai,Urban,592667,700,1
62,Female,Bengaluru,Urban,138326,679,0
46,Female,Coimbatore,Semi-Urban,735077,715,0
41,Male,Delhi,Urban,341188,598,1
56,Female,Mumbai,Urban,598704,839,1
21,Female,Kochi,Semi-Urban,896871,709,0
24,Female,Mumbai,Urban,614268,704,1
24,Male,Kochi,Semi-Urban,221299,782,0
46,Male,Madurai,Semi-Urban,625856,648,0
24,Male,Kochi,Semi-Urban,548888,645,0
29,Male,Kochi,Semi-Urban,786347,663,1
50,Male,Kochi,Semi-Urban,577355,788,1
24,Male,Delhi,Urban,823051,675,1
25,Male,Chennai,Urban,687131,817,1
43,Female,Hyderabad,Urban,774976,653,1
36,Female,Trivandrum,Semi-Urban,581342,549,0
42,Female,Mumbai,Urban,856702,595,1
57,Male,Mumbai,Urban,497671,709,1
28,Male,Trivandrum,Semi-Urban,233436,712,1
53,Male,Bengaluru,Urban,380921,698,1
58,Male,Kochi,Semi-Urban,624133,628,0
63,Male,Mumbai,Urban,654151,620,1
36,Male,Hyderabad,Urban,631076,607,1
25,Male,Hyderabad,Urban,843746,664,1
36,Female,Chennai,Urban,637802,697,1
27,Female,Hyderabad,Urban,665904,744,1
21,Male,Mumbai,Urban,796014,727,1
29,Male,Mumbai,Urban,264681,689,1
38,Female,Kochi,Semi-Urban,744589,814,1
23,Male,Mumbai,Urban,863259,682,1
44,Male,Coimbatore,Semi-Urban,743517,567,1
48,Male,Kochi,Semi-Urban,663000,613,0
30,Male,Chennai,Urban,760567,685,1
29,Male,Hyderabad,Urban,170772,613,1
33,Female,Bengaluru,Urban,574073,745,1
55,Male,Pune,Urban,340337,691,1
43,Male,Madurai,Semi-Urban,676654,747,1
37,Male,Bengaluru,Urban,399183,693,1
27,Female,Delhi,Urban,769971,558,0
36,Male,Pune,Urban,516793,755,1
60,Male,Trivandrum,Semi-Urban,342585,677,0
56,Male,Mumbai,Urban,411107,679,1
40,Male,Chennai,Urban,337360,703,1
44,Male,Hyderabad,Urban,592938,673,1
25,Male,Trivandrum,Semi-Urban,723313,708,1
26,Female,Coimbatore,Semi-Urban,471004,691,0
48,Female,Delhi,Urban,308219,677,0
25,Male,Bengaluru,Urban,597243,608,1
59,Male,Pune,Urban,592858,682,1
58,Male,Coimbatore,Semi-Urban,500201,674,1
22,Female,Bengaluru,Urban,443025,714,0
63,Male,Bengaluru,Urban,855942,720,1
59,Female,Delhi,Urban,481503,670,0
41,Female,Hyderabad,Urban,311780,664,1
60,Female,Hyderabad,Urban,582349,740,1
57,Female,Bengaluru,Urban,705464,716,1
38,Female,Pune,Urban,692150,647,1
32,Male,Coimbatore,Semi-Urban,280118,601,0
37,Male,Bengaluru,Urban,843572,770,1
57,Male,Madurai,Semi-Urban,642079,721,1
58,Male,Kochi,Semi-Urban,714166,727,1
35,Female,Hyderabad,Urban,1130312,623,1
27,Male,Madurai,Semi-Urban,751777,720,1
34,Female,Delhi,Urban,714411,631,1
21,Male,Coimbatore,Semi-Urban,554815,733,1
58,Female,Mumbai,Urban,598952,673,1
23,Male,Mumbai,Urban,359164,613,0
57,Male,Hyderabad,Urban,616915,689,1
64,Male,Hyderabad,Urban,925217,706,1
51,Female,Delhi,Urban,685278,710,1
63,Male,Pune,Urban,1046016,682,1
33,Male,Delhi,Urban,705949,578,1
38,Male,Bengaluru,Urban,656017,753,1
37,Female,Bengaluru,Urban,572394,711,1
37,Male,Madurai,Semi-Urban,994255,683,1
31,Female,Hyderabad,Urban,507087,744,1
40,Male,Hyderabad,Urban,454592,614,1
30,Male,Coimbatore,Semi-Urban,423657,661,1
49,Female,Pune,Urban,1052385,730,1
54,Male,Trivandrum,Semi-Urban,629483,788,1
37,Female,Chennai,Urban,616823,657,1
62,Male,Mumbai,Urban,704090,591,1
33,Female,Trivandrum,Semi-Urban,549692,716,1
64,Female,Madurai,Semi-Urban,447265,749,0
59,Female,Pune,Urban,437644,591,0
47,Male,Delhi,Urban,430879,672,1
46,Male,Coimbatore,Semi-Urban,199599,736,0
48,Female,Bengaluru,Urban,611766,753,1
33,Female,Hyderabad,Urban,288252,601,0
32,Male,Hyderabad,Urban,709872,667,1
64,Male,Pune,Urban,767247,654,1
48,Male,Bengaluru,Urban,479479,629,0
22,Female,Hyderabad,Urban,667323,690,1
57,Male,Pune,Urban,745331,696,1
54,Male,Hyderabad,Urban,900931,769,1
43,Male,Chennai,Urban,522026,558,1
49,Male,Trivandrum,Semi-Urban,317493,706,0
55,Male,Trivandrum,Semi-Urban,418868,640,0
31,Female,Mumbai,Urban,267676,621,0
53,Male,Pune,Urban,695316,666,1
31,Female,Chennai,Urban,-44251,694,1
29,Male,Madurai,Semi-Urban,399501,650,0
34,Male,Trivandrum,Semi-Urban,602394,666,1
29,Male,Hyderabad,Urban,384396,679,1
59,Female,Coimbatore,Semi-Urban,427944,700,0
23,Female,Bengaluru,Urban,765826,736,1
49,Male,Bengaluru,Urban,376028,670,1
39,Male,Pune,Urban,508543,684,1
56,Female,Bengaluru,Urban,785751,681,1
52,Female,Bengaluru,Urban,525487,766,1
27,Male,Hyderabad,Urban,1080772,704,1
48,Female,Bengaluru,Urban,819079,699,1
64,Male,Madurai,Semi-Urban,829734,677,1
38,Male,Pune,Urban,322360,681,1
25,Male,Mumbai,Urban,580387,582,1
43,Male,Mumbai,Urban,543154,658,1
42,Female,Delhi,Urban,518539,706,1
46,Male,Chennai,Urban,492842,680,1
62,Male,Hyderabad,Urban,573051,671,1
32,Female,Bengaluru,Urban,119608,751,1
60,Male,Mumbai,Urban,414610,699,1
39,Male,Kochi,Semi-Urban,936570,621,1
21,Female,Pune,Urban,492852,601,0
23,Male,Trivandrum,Semi-Urban,469248,727,0
47,Male,Trivandrum,Semi-Urban,586994,635,0
38,Male,Hyderabad,Urban,606384,693,1
50,Male,Madurai,Semi-Urban,149517,719,0
22,Female,Pune,Urban,628197,693,1
25,Female,Pune,Urban,709639,758,1
49,Male,Bengaluru,Urban,717590,671,1
53,Male,Delhi,Urban,412288,695,1
62,Female,Kochi,Semi-Urban,908249,658,0
40,Male,Hyderabad,Urban,885527,665,1
50,Male,Pune,Urban,867943,720,1
62,Female,Hyderabad,Urban,757562,726,1
25,Female,Chennai,Urban,530418,602,0
41,Male,Mumbai,Urban,600858,641,1
35,Male,Hyderabad,Urban,884740,690,1
40,Male,Pune,Urban,143767,709,1
28,Male,Mumbai,Urban,453813,618,1
51,Female,Mumbai,Urban,691821,652,1
32,Male,Kochi,Semi-Urban,554478,707,1
41,Male,Bengaluru,Urban,519918,716,1
50,Male,Trivandrum,Semi-Urban,925223,699,1
47,Female,Trivandrum,Semi-Urban,767103,672,0
64,Male,Mumbai,Urban,792302,630,1
46,Male,Pune,Urban,445491,661,1
53,Female,Delhi,Urban,489002,730,0
46,Male,Trivandrum,Semi-Urban,680164,725,1
46,Male,Pune,Urban,686572,636,1
56,Male,Kochi,Semi-Urban,969985,759,1
60,Male,Mumbai,Urban,674210,641,1
21,Male,Bengaluru,Urban,931785,687,1
35,Male,Trivandrum,Semi-Urban,730133,627,1
21,Male,Pune,Urban,554175,764,1
31,Male,Mumbai,Urban,444511,722,1
22,Male,Hyderabad,Urban,760778,689,1
21,Male,Delhi,Urban,526460,658,1
51,Male,Trivandrum,Semi-Urban,577298,788,1
64,Male,Bengaluru,Urban,434983,706,1
36,Female,Madurai,Semi-Urban,600753,781,1
42,Male,Madurai,Semi-Urban,718728,687,1
62,Male,Delhi,Urban,519074,688,1
38,Female,Bengaluru,Urban,457481,721,1
37,Male,Kochi,Semi-Urban,613382,689,1
50,Female,Bengaluru,Urban,693529,693,1
30,Female,Mumbai,Urban,598073,699,1
55,Female,Bengaluru,Urban,978580,723,1
41,Female,Delhi,Urban,620134,641,1
36,Male,Hyderabad,Urban,703337,681,1
26,Female,Coimbatore,Semi-Urban,776669,654,0
23,Male,Coimbatore,Semi-Urban,679308,712,1
61,Male,Pune,Urban,406550,681,1
63,Female,Chennai,Urban,434752,652,0
41,Male,Bengaluru,Urban,379088,752,1
33,Female,Mumbai,Urban,336056,739,1
38,Male,Bengaluru,Urban,654639,739,1
44,Male,Chennai,Urban,848062,745,1
47,Male,Delhi,Urban,743592,709,1
24,Female,Delhi,Urban,740906,713,1
42,Male,Bengaluru,Urban,394874,671,1
44,Male,Mumbai,Urban,698621,747,1
60,Male,Delhi,Urban,705892,688,1
30,Female,Chennai,Urban,935113,652,1
22,Male,Madurai,Semi-Urban,667435,701,1
60,Female,Chennai,Urban,947737,662,1
26,Male,Chennai,Urban,624940,726,1
38,Male,Chennai,Urban,689598,718,1
37,Male,Bengaluru,Urban,832976,723,1
58,Female,Madurai,Semi-Urban,650077,609,0
43,Male,Hyderabad,Urban,297118,593,1
50,Male,Trivandrum,Semi-Urban,401434,690,0
41,Female,Mumbai,Urban,1132922,690,1
30,Male,Kochi,Semi-Urban,619992,746,1
63,Female,Pune,Urban,738940,650,0
33,Male,Coimbatore,Semi-Urban,386943,632,0
32,Male,Bengaluru,Urban,668027,643,1
29,Male,Coimbatore,Semi-Urban,866037,627,1
24,Male,Mumbai,Urban,226320,656,1
59,Female,Hyderabad,Urban,641785,622,0
44,Female,Kochi,Semi-Urban,640179,684,1
54,Male,Pune,Urban,664664,682,1
59,Female,Bengaluru,Urban,1023361,646,0
61,Male,Trivandrum,Semi-Urban,547546,631,0
25,Male,Chennai,Urban,505798,624,1
35,Female,Hyderabad,Urban,565091,561,1
24,Female,Madurai,Semi-Urban,1073546,645,0
59,Male,Delhi,Urban,631717,656,1
28,Female,Bengaluru,Urban,715749,579,1
44,Male,Mumbai,Urban,141085,750,1
48,Female,Coimbatore,Semi-Urban,622503,725,0
63,Female,Delhi,Urban,565442,671,1
47,Male,Chennai,Urban,618522,577,1
21,Male,Mumbai,Urban,535623,736,1
54,Female,Pune,Urban,341408,657,0
37,Female,Kochi,Semi-Urban,545489,601,0
57,Male,Trivandrum,Semi-Urban,901794,617,0
58,Male,Coimbatore,Semi-Urban,624766,653,1
46,Female,Bengaluru,Urban,240688,632,0
44,Male,Delhi,Urban,365120,647,1
59,Male,Hyderabad,Urban,656170,580,1
41,Male,Bengaluru,Urban,387650,751,1
50,Male,Chennai,Urban,646756,728,1
33,Female,Coimbatore,Semi-Urban,850024,641,0
57,Female,Chennai,Urban,694479,723,1
23,Male,Hyderabad,Urban,403742,656,1
52,Female,Hyderabad,Urban,634169,681,1
55,Female,Bengaluru,Urban,748421,620,0
39,Male,Mumbai,Urban,454720,706,1
34,Male,Trivandrum,Semi-Urban,384031,720,1
42,Female,Bengaluru,Urban,582111,691,1
37,Male,Bengaluru,Urban,910061,653,1
24,Male,Trivandrum,Semi-Urban,403018,580,0
60,Male,Delhi,Urban,512635,723,1
39,Female,Trivandrum,Semi-Urban,361849,669,0
57,Male,Chennai,Urban,449337,641,0
22,Female,Coimbatore,Semi-Urban,573889,649,0
35,Male,Mumbai,Urban,570463,693,1
22,Female,Kochi,Semi-Urban,49441,618,0
31,Male,Bengaluru,Urban,553814,701,1
43,Male,Chennai,Urban,952956,667,1
30,Male,Coimbatore,Semi-Urban,628483,644,1
23,Male,Chennai,Urban,551060,640,1
25,Female,Bengaluru,Urban,486312,697,0
23,Female,Delhi,Urban,415239,556,0
58,Male,Delhi,Urban,621380,647,1
33,Female,Delhi,Urban,690322,712,1
62,Male,Kochi,Semi-Urban,947754,674,1
39,Male,Mumbai,Urban,451689,740,1
60,Male,Mumbai,Urban,859345,686,1
55,Male,Pune,Urban,851643,646,1
44,Female,Delhi,Urban,519081,667,1
44,Male,Kochi,Semi-Urban,453897,687,1
37,Male,Chennai,Urban,312939,639,1
60,Male,Madurai,Semi-Urban,606538,710,1
30,Male,Bengaluru,Urban,542497,770,1
22,Male,Delhi,Urban,814329,621,1
64,Male,Hyderabad,Urban,670599,711,1
43,Male,Delhi,Urban,203605,641,1
26,Female,Hyderabad,Urban,587135,645,0
22,Male,Trivandrum,Semi-Urban,661324,661,1
41,Male,Bengaluru,Urban,553904,650,1
55,Male,Mumbai,Urban,778130,712,1
49,Female,Coimbatore,Semi-Urban,487115,682,0
27,Male,Chennai,Urban,807480,670,1
49,Female,Bengaluru,Urban,489071,697,0
57,Female,Mumbai,Urban,533962,700,1
43,Female,Pune,Urban,989646,678,1
53,Male,Bengaluru,Urban,336402,730,1
28,Male,Bengaluru,Urban,618763,684,1
32,Male,Delhi,Urban,669611,785,1
30,Female,Chennai,Urban,476746,634,0
35,Female,Mumbai,Urban,693790,605,1
44,Female,Coimbatore,Semi-Urban,747284,689,1
46,Female,Chennai,Urban,655876,725,1
62,Male,Trivandrum,Semi-Urban,639043,663,1
59,Male,Mumbai,Urban,704631,638,1
23,Male,Madurai,Semi-Urban,449503,680,0
22,Male,Pune,Urban,473802,667,1
26,Female,Mumbai,Urban,692518,670,1
41,Female,Delhi,Urban,526221,641,1
29,Male,Trivandrum,Semi-Urban,589917,654,1
30,Female,Hyderabad,Urban,95253,727,1
56,Female,Chennai,Urban,734213,743,1
23,Male,Pune,Urban,865056,671,1
61,Male,Mumbai,Urban,722421,625,1
44,Female,Bengaluru,Urban,753147,629,1
42,Male,Coimbatore,Semi-Urban,785093,616,1
34,Male,Delhi,Urban,563064,724,1
62,Male,Chennai,Urban,421890,688,1
64,Female,Bengaluru,Urban,704153,670,1
47,Male,Hyderabad,Urban,813268,724,1
53,Female,Pune,Urban,383235,700,0
42,Female,Pune,Urban,743699,558,1
49,Female,Hyderabad,Urban,657639,643,0
39,Male,Coimbatore,Semi-Urban,577878,677,1
39,Female,Mumbai,Urban,547277,768,1
26,Male,Kochi,Semi-Urban,654586,762,1
39,Male,Hyderabad,Urban,471448,569,1
33,Female,Delhi,Urban,1205236,616,1
46,Male,Hyderabad,Urban,334311,687,1
42,Female,Bengaluru,Urban,90617,711,1
41,Male,Bengaluru,Urban,658312,647,1
56,Male,Hyderabad,Urban,617836,705,1
22,Female,Pune,Urban,706751,646,0
64,Female,Pune,Urban,28744,650,0
50,Male,Coimbatore,Semi-Urban,233308,624,0
47,Female,Chennai,Urban,510956,611,0
27,Female,Mumbai,Urban,775713,654,1
40,Male,Mumbai,Urban,236688,736,1
51,Female,Hyderabad,Urban,689719,704,1
43,Male,Bengaluru,Urban,550846,693,1
33,Male,Delhi,Urban,631767,665,1
37,Male,Bengaluru,Urban,594726,701,1
24,Male,Coimbatore,Semi-Urban,596427,656,1
34,Male,Trivandrum,Semi-Urban,595530,639,1
40,Female,Hyderabad,Urban,820870,706,1
33,Female,Kochi,Semi-Urban,606950,651,1
23,Male,Chennai,Urban,803499,626,1
46,Female,Chennai,Urban,511931,701,1
46,Male,Hyderabad,Urban,823575,612,1
38,Female,Coimbatore,Semi-Urban,552783,699,1
52,Male,Chennai,Urban,555132,700,1
34,Female,Delhi,Urban,244724,615,0
23,Female,Chennai,Urban,419449,619,0
21,Female,Hyderabad,Urban,459713,745,0
46,Female,Chennai,Urban,238190,711,0
44,Male,Kochi,Semi-Urban,427396,704,1
55,Female,Delhi,Urban,737389,690,1
34,Male,Trivandrum,Semi-Urban,759308,715,1
23,Male,Chennai,Urban,262957,715,1
33,Female,Bengaluru,Urban,932502,639,1
34,Female,Kochi,Semi-Urban,767810,670,1
41,Male,Bengaluru,Urban,1016059,658,1
46,Male,Chennai,Urban,821301,708,1
23,Male,Hyderabad,Urban,978391,688,1
60,Male,Trivandrum,Semi-Urban,683742,743,1
24,Male,Kochi,Semi-Urban,444718,693,0
56,Male,Chennai,Urban,652261,681,1
63,Male,Delhi,Urban,152385,720,1
21,Female,Trivandrum,Semi-Urban,567822,721,0
60,Female,Hyderabad,Urban,590956,741,1
53,Male,Chennai,Urban,793090,690,1
27,Female,Kochi,Semi-Urban,641413,782,0
31,Female,Kochi,Semi-Urban,511741,726,1
47,Male,Bengaluru,Urban,320463,784,1
34,Male,Kochi,Semi-Urban,449499,684,1
42,Male,Mumbai,Urban,555203,793,1
36,Male,Trivandrum,Semi-Urban,459282,715,1
32,Male,Chennai,Urban,75553,628,1
30,Male,Chennai,Urban,597665,632,1
44,Male,Delhi,Urban,506778,665,1
38,Female,Mumbai,Urban,503033,664,1
42,Male,Hyderabad,Urban,632825,697,1
29,Female,Trivandrum,Semi-Urban,508814,767,1
37,Male,Delhi,Urban,815472,696,1
58,Female,Trivandrum,Semi-Urban,452510,629,0
60,Male,Chennai,Urban,435546,701,1
33,Female,Trivandrum,Semi-Urban,448383,659,0
57,Female,Mumbai,Urban,635406,662,1
26,Female,Bengaluru,Urban,632353,670,1
41,Female,Chennai,Urban,488042,661,1
56,Male,Bengaluru,Urban,597382,615,1
27,Female,Mumbai,Urban,676124,684,1
56,Male,Hyderabad,Urban,719850,767,1
45,Male,Pune,Urban,576759,720,1
31,Male,Madurai,Semi-Urban,442306,620,0
64,Male,Coimbatore,Semi-Urban,442579,553,0
34,Female,Mumbai,Urban,652581,696,1
49,Female,Coimbatore,Semi-Urban,744976,708,0
30,Male,Chennai,Urban,630147,708,1
25,Female,Delhi,Urban,522678,685,1
28,Male,Mumbai,Urban,486049,628,1
25,Male,Chennai,Urban,761328,763,1
44,Male,Bengaluru,Urban,354499,673,1
60,Female,Delhi,Urban,504903,654,1
46,Male,Bengaluru,Urban,887996,704,1
26,Male,Trivandrum,Semi-Urban,833887,654,1
36,Male,Pune,Urban,640037,623,1
56,Male,Chennai,Urban,502790,655,1
32,Female,Mumbai,Urban,549344,692,1
31,Male,Trivandrum,Semi-Urban,617266,745,1
23,Male,Hyderabad,Urban,1021549,589,1
64,Male,Pune,Urban,804858,701,1
57,Male,Madurai,Semi-Urban,778397,722,1
26,Male,Bengaluru,Urban,568952,700,1
39,Male,Bengaluru,Urban,500739,711,1
38,Female,Pune,Urban,560639,750,1
36,Male,Pune,Urban,799114,727,1
43,Male,Mumbai,Urban,925207,660,1
63,Male,Bengaluru,Urban,429367,727,1
57,Male,Kochi,Semi-Urban,140649,688,0
29,Male,Hyderabad,Urban,549852,719,1
23,Male,Pune,Urban,812201,617,1
28,Male,Coimbatore,Semi-Urban,485877,671,1
58,Female,Kochi,Semi-Urban,690533,710,0
24,Male,Hyderabad,Urban,375035,673,1
32,Female,Trivandrum,Semi-Urban,541176,706,1
64,Male,Hyderabad,Urban,442269,747,1
51,Male,Bengaluru,Urban,569443,666,1
45,Female,Mumbai,Urban,640605,724,1
36,Male,Mumbai,Urban,738189,628,1
62,Male,Trivandrum,Semi-Urban,516115,717,1
34,Female,Madurai,Semi-Urban,372705,598,0
33,Female,Hyderabad,Urban,295877,689,1
61,Female,Mumbai,Urban,816493,688,1
27,Female,Mumbai,Urban,437005,766,0
32,Female,Hyderabad,Urban,703127,655,1
57,Male,Trivandrum,Semi-Urban,281653,580,0
24,Male,Delhi,Urban,913987,706,1
22,Male,Madurai,Semi-Urban,1156744,629,0
55,Male,Kochi,Semi-Urban,665889,683,1
64,Male,Chennai,Urban,542120,646,1
23,Female,Chennai,Urban,887757,669,1
24,Male,Hyderabad,Urban,500786,572,1
58,Female,Hyderabad,Urban,610074,593,0
32,Male,Mumbai,Urban,46762,699,1
39,Male,Chennai,Urban,584588,672,1
30,Male,Pune,Urban,831314,622,1
21,Male,Bengaluru,Urban,507933,652,1
37,Male,Kochi,Semi-Urban,511178,704,1
36,Female,Bengaluru,Urban,512718,666,1
29,Male,Mumbai,Urban,992559,701,1
29,Male,Hyderabad,Urban,645472,636,1
29,Female,Hyderabad,Urban,607770,707,1
32,Male,Mumbai,Urban,519049,668,1
61,Male,Delhi,Urban,805642,699,1
35,Male,Delhi,Urban,438851,694,1
22,Male,Kochi,Semi-Urban,851550,659,1
31,Female,Coimbatore,Semi-Urban,576561,662,1
31,Female,Madurai,Semi-Urban,834280,672,1
28,Female,Trivandrum,Semi-Urban,526208,714,1
52,Male,Bengaluru,Urban,763656,766,1
26,Female,Pune,Urban,707942,640,0
40,Male,Pune,Urban,588051,728,1
59,Male,Trivandrum,Semi-Urban,873763,666,1
55,Male,Delhi,Urban,859182,674,1
28,Female,Chennai,Urban,471057,694,1
